"player","season","Team","TOI_all","GAA_per_fenwick","FA","GAA","GAR","WAR"
"JEAN-FRANCOIS.BERUBE","20152016","NYI",398.7,0.00187,268,0.5,2.5,0.5
"JEAN-FRANCOIS.BERUBE","20162017","NYI",526.82,-0.02685,365,-9.8,-7.1,-1.4
"JEAN-SEBASTIEN.GIGUERE","20072008","ANA",3137.39,0.0071,1929,13.7,27.9,5.4
"JEAN-SEBASTIEN.GIGUERE","20082009","ANA",2389.37,-0.00867,1683,-14.6,-2.3,-0.4
"JEAN-SEBASTIEN.GIGUERE","20092010","ANA",1108.35,-0.00131,842,-1.1,5,1
"JEAN-SEBASTIEN.GIGUERE","20092010","TOR",915.31,0.00539,631,3.4,8,1.5
"JEAN-SEBASTIEN.GIGUERE","20102011","TOR",1633.02,-0.00651,1122,-7.3,0.9,0.2
"JEAN-SEBASTIEN.GIGUERE","20112012","COL",1819.57,0.00236,1187,2.8,11.4,2.2
"JEAN-SEBASTIEN.GIGUERE","20122013","COL",907.82,-0.00715,629,-4.5,0.1,0
"JEAN-SEBASTIEN.GIGUERE","20132014","COL",1211.62,0.00317,884,2.8,9.3,1.8
"JEFF.DESLAURIERS","20092010","EDM",2613.65,-0.00552,2064,-11.4,3.7,0.7
"JEFF.DESLAURIERS","20112012","ANA",241.2,0.00118,170,0.2,1.5,0.3
"JEFF.DROUIN-DESLAURIERS","20082009","EDM",534.62,-0.00351,427,-1.5,1.6,0.3
"JEFF.DROUIN-DESLAURIERS","20092010","EDM",183.97,0.00469,128,0.6,1.5,0.3
"JEFF.GLASS","20172018","CHI",820.87,-0.00304,624,-1.9,2.7,0.5
"JEFF.ZATKOFF","20132014","PIT",1171.32,-0.0038,816,-3.1,2.9,0.6
"JEFF.ZATKOFF","20152016","PIT",732.05,-0.00302,529,-1.6,2.2,0.4
"JEFF.ZATKOFF","20162017","L.A",550.41,-0.03389,301,-10.2,-8,-1.5
"JEREMY.SMITH","20162017","COL",542.71,-0.02353,357,-8.4,-5.8,-1.1
"J-F.BERUBE","20172018","CHI",563.15,-0.01123,463,-5.2,-1.8,-0.3
"JHONAS.ENROTH","20102011","BUF",769.4,-0.00346,549,-1.9,2.1,0.4
"JHONAS.ENROTH","20112012","BUF",1399.25,0.00235,1062,2.5,10.3,2
"JHONAS.ENROTH","20122013","BUF",623.43,0.00173,463,0.8,4.2,0.8
"JHONAS.ENROTH","20132014","BUF",1574.24,-0.00299,1170,-3.5,5,1
"JHONAS.ENROTH","20142015","BUF",2204,-0.00759,1725,-13.1,-0.5,-0.1
"JHONAS.ENROTH","20142015","DAL",629.56,0.00051,389,0.2,3,0.6
"JHONAS.ENROTH","20152016","L.A",856.29,0.01038,549,5.7,9.7,1.9
"JHONAS.ENROTH","20162017","TOR",274.43,-0.02169,189,-4.1,-2.7,-0.5
"JIMMY.HOWARD","20072008","DET",197.07,0.0126,127,1.6,2.5,0.5
"JIMMY.HOWARD","20092010","DET",3676.43,0.00341,2406,8.2,25.8,4.9
"JIMMY.HOWARD","20102011","DET",3615.26,-0.00362,2486,-9,9.2,1.8
"JIMMY.HOWARD","20112012","DET",3360.26,0.00243,2014,4.9,19.7,3.9
"JIMMY.HOWARD","20122013","DET",2445.72,0.00871,1492,13,24,4.7
"JIMMY.HOWARD","20132014","DET",3003.79,-0.00312,1958,-6.1,8.2,1.6
"JIMMY.HOWARD","20142015","DET",2965.64,-0.00462,1820,-8.4,4.9,1
"JIMMY.HOWARD","20152016","DET",1973.7,-0.00419,1335,-5.6,4.2,0.8
"JIMMY.HOWARD","20162017","DET",1396.72,0.00805,956,7.7,14.7,2.8
"JIMMY.HOWARD","20172018","DET",3367.65,-0.00063,2393,-1.5,16,2.9
"JIMMY.HOWARD","20182019","DET",3052.72,0.00144,2367,3.4,20.7,3.6
"JOCELYN.THIBAULT","20072008","BUF",478.52,-0.00255,314,-0.8,1.5,0.3
"JOEY.MACDONALD","20082009","NYI",2767.74,-0.00148,2167,-3.2,12.6,2.3
"JOEY.MACDONALD","20092010","TOR",318.82,-0.02027,222,-4.5,-2.9,-0.5
"JOEY.MACDONALD","20102011","DET",720.84,0.00728,508,3.7,7.4,1.4
"JOEY.MACDONALD","20112012","DET",805.56,0.00702,484,3.4,6.9,1.4
"JOEY.MACDONALD","20122013","CGY",1128.45,-0.00272,772,-2.1,3.6,0.7
"JOEY.MACDONALD","20132014","CGY",598.74,-0.01541,370,-5.7,-2.9,-0.6
"JOHAN.HEDBERG","20072008","ATL",1746.75,-0.01317,1245,-16.4,-7.3,-1.4
"JOHAN.HEDBERG","20082009","ATL",1711.71,-0.01068,1217,-13,-4.1,-0.8
"JOHAN.HEDBERG","20092010","ATL",2631.92,0.00297,1785,5.3,18.4,3.5
"JOHAN.HEDBERG","20102011","N.J",1717.48,-0.00305,1015,-3.1,4.3,0.8
"JOHAN.HEDBERG","20112012","N.J",1591.16,-0.00283,953,-2.7,4.3,0.8
"JOHAN.HEDBERG","20122013","N.J",1108.27,-0.01599,588,-9.4,-5.1,-1
"JOHAN.HOLMQVIST","20072008","T.B",2464.23,-0.01908,1546,-29.5,-18.2,-3.5
"JOHN.GIBSON","20132014","ANA",181.12,0.03212,137,4.4,5.4,1.1
"JOHN.GIBSON","20142015","ANA",1319.92,0.00033,921,0.3,7,1.4
"JOHN.GIBSON","20152016","ANA",2294.59,0.00185,1408,2.6,12.9,2.5
"JOHN.GIBSON","20162017","ANA",2950.37,0.00851,1997,17,31.6,6.1
"JOHN.GIBSON","20172018","ANA",3428.47,0.00887,2672,23.7,43.2,7.7
"JOHN.GIBSON","20182019","ANA",3226.5,0.00724,2582,18.7,37.6,6.6
"JOHN.GRAHAME","20072008","CAR",827.52,-0.01731,543,-9.4,-5.4,-1
"JONAS.GUSTAVSSON","20092010","TOR",2339.59,-0.00727,1609,-11.7,0.1,0
"JONAS.GUSTAVSSON","20102011","TOR",1242.1,-0.02176,873,-19,-12.6,-2.4
"JONAS.GUSTAVSSON","20112012","TOR",2300.7,-0.00612,1634,-10,2,0.4
"JONAS.GUSTAVSSON","20122013","DET",349.25,-0.02108,204,-4.3,-2.8,-0.5
"JONAS.GUSTAVSSON","20132014","DET",1550.65,-0.00684,965,-6.6,0.5,0.1
"JONAS.GUSTAVSSON","20142015","DET",351.2,0.00255,235,0.6,2.3,0.5
"JONAS.GUSTAVSSON","20152016","BOS",1258.47,-0.01124,863,-9.7,-3.4,-0.7
"JONAS.GUSTAVSSON","20162017","EDM",328.97,-0.03622,196,-7.1,-5.6,-1.1
"JONAS.HILLER","20072008","ANA",1159.6,0.01534,730,11.2,16.5,3.2
"JONAS.HILLER","20082009","ANA",2358.16,0.0077,1636,12.6,24.6,4.5
"JONAS.HILLER","20092010","ANA",3197.77,0.0043,2444,10.5,28.4,5.4
"JONAS.HILLER","20102011","ANA",2671.54,0.00779,2104,16.4,31.8,6.1
"JONAS.HILLER","20112012","ANA",4247.54,-0.00084,2871,-2.4,18.6,3.6
"JONAS.HILLER","20122013","ANA",1498.32,-0.00153,978,-1.5,5.6,1.1
"JONAS.HILLER","20132014","ANA",2908.81,0.00303,1981,6,20.5,4
"JONAS.HILLER","20142015","CGY",2850.9,0.0011,2001,2.2,16.9,3.3
"JONAS.HILLER","20152016","CGY",1350.85,-0.02564,944,-24.2,-17.3,-3.4
"JONATHAN.BERNIER","20072008","L.A",238.38,-0.01461,178,-2.6,-1.3,-0.2
"JONATHAN.BERNIER","20092010","L.A",180,0.02411,141,3.4,4.4,0.8
"JONATHAN.BERNIER","20102011","L.A",1378.24,-0.00556,900,-5,1.6,0.3
"JONATHAN.BERNIER","20112012","L.A",890.21,-0.00507,533,-2.7,1.2,0.2
"JONATHAN.BERNIER","20122013","L.A",768.34,0.00395,456,1.8,5.1,1
"JONATHAN.BERNIER","20132014","TOR",3078.56,0.00458,2555,11.7,30.4,5.9
"JONATHAN.BERNIER","20142015","TOR",3177.13,0.00221,2494,5.5,23.8,4.7
"JONATHAN.BERNIER","20152016","TOR",2146.78,-0.00778,1556,-12.1,-0.7,-0.1
"JONATHAN.BERNIER","20162017","ANA",1993.2,0.00388,1470,5.7,16.5,3.2
"JONATHAN.BERNIER","20172018","COL",2001.41,-0.00294,1498,-4.4,6.5,1.2
"JONATHAN.BERNIER","20182019","DET",1859.9,-0.00447,1410,-6.3,4,0.7
"JONATHAN.QUICK","20082009","L.A",2484.9,0.0029,1692,4.9,17.2,3.2
"JONATHAN.QUICK","20092010","L.A",4099.67,0.00063,2679,1.7,21.3,4
"JONATHAN.QUICK","20102011","L.A",3590.57,0.00278,2338,6.5,23.6,4.5
"JONATHAN.QUICK","20112012","L.A",4099.44,0.00908,2732,24.8,44.8,8.8
"JONATHAN.QUICK","20122013","L.A",2133.7,-0.0031,1258,-3.9,5.3,1
"JONATHAN.QUICK","20132014","L.A",2894.75,0.00302,1720,5.2,17.8,3.5
"JONATHAN.QUICK","20142015","L.A",4180.13,0.0012,2664,3.2,22.7,4.5
"JONATHAN.QUICK","20152016","L.A",4034.5,0.00707,2573,18.2,37,7.2
"JONATHAN.QUICK","20162017","L.A",930.9,0.01406,633,8.9,13.5,2.6
"JONATHAN.QUICK","20172018","L.A",3677.06,0.0085,2646,22.5,41.9,7.5
"JONATHAN.QUICK","20182019","L.A",2622.57,-0.01233,1865,-23,-9.4,-1.6
"JON.GILLIES","20172018","CGY",604.93,-0.00814,393,-3.2,-0.4,-0.1
"JONI.ORTIO","20132014","CGY",500.92,-0.01409,291,-4.1,-1.9,-0.4
"JONI.ORTIO","20142015","CGY",333.27,-0.01005,219,-2.2,-0.6,-0.1
"JONI.ORTIO","20152016","CGY",1195.54,-0.00418,814,-3.4,2.6,0.5
"JOONAS.KORPISALO","20152016","CBJ",1803.01,0.00423,1349,5.7,15.6,3.1
"JOONAS.KORPISALO","20162017","CBJ",790.53,0.00085,590,0.5,4.8,0.9
"JOONAS.KORPISALO","20172018","CBJ",1048.78,-0.01043,738,-7.7,-2.3,-0.4
"JOONAS.KORPISALO","20182019","CBJ",1360.57,-0.00934,889,-8.3,-1.8,-0.3
"JORDAN.BINNINGTON","20182019","STL",1856.42,0.00988,1123,11.1,19.3,3.4
"JOSE.THEODORE","20072008","COL",2966.67,0.00339,1828,6.2,19.6,3.8
"JOSE.THEODORE","20082009","WSH",3263.44,-0.00211,2176,-4.6,11.3,2.1
"JOSE.THEODORE","20092010","WSH",2585.64,-0.0012,1839,-2.2,11.3,2.1
"JOSE.THEODORE","20102011","MIN",1792.89,-0.00217,1335,-2.9,6.9,1.3
"JOSE.THEODORE","20112012","FLA",3049.43,0.00152,2034,3.1,18,3.5
"JOSE.THEODORE","20122013","FLA",766.47,-0.01638,531,-8.7,-4.9,-1
"JOSH.HARDING","20072008","MIN",1510.56,-0.0037,1053,-3.9,3.8,0.7
"JOSH.HARDING","20082009","MIN",849.83,0.01405,612,8.6,13,2.4
